gid,timestamp,Date,Zone,Preferred Language (if translator needed)?,City,State,Zipcode,# of Occupants,Are you living here now?,Rent or Own?,Rent or Own? 2,"If not here, where are you staying?",Do you need a safe place to sleep?,Does anyone in your household need food?,Do you have electricity?,Do you have water?,Do you have heat?,Do you have plumbing?,Is the water clean?,Are there children living here?,Are there senior citizens living here?,Are there disabled people living here?,What is your country of origin?,Did you stay at home during Sandy?,Was your house damaged?,Do you have a mold problem?,Do you need help with repairs?,Does anyone in your household need medical attention?,Is anyone at home feeling stressed out?,Does anyone need to speak with a lawyer?,Does anyone need to speak with a lawyer? 2,Did you receive Disaster Food Stamps?,Do you need help with unemployment benefits?,Have you registered with FEMA?,Did you receive a check from FEMA?,Did you receive all the funds you believe you should have received from FEMA?,Did you apply for an SBA loan?,"If you didn’t apply for an SBA loan, was it because you were:",Name of insurers:,Did you file an insurance claim?,Do you have flood insurance?,Have you received your flood insurance payment?,Did the payment cover all repairs?,"If insurance payment was insufficient, or claim denied, did you file an appeal?","If insurance payment was insufficient, or claim denied, did you file an appeal? 2",Would you accept help from an attorney with filing an insurance appeal?,Are you having mortgage problems?,Do you need legal help with lender problems?,Did you receive FEMA rental assistance to help you with leasing a temporary or permanent apartment?,Did you rent out any part of your home pre-Sandy?,Would you be interested in attending a community meeting?,What is your greatest need?,Response,Stickers on house?,"If free non-perishable food was available ongoing in your community, would this be helpful?",Any specific details for medical attention?,Were you told not to register FEMA or not allowed to register with FEMA?,Would you accept help from an attorney for your FEMA appeal?,Was any portion of this house used as a rental unit pre-Sandy?,"If not, do you need FEMA rental assistance to help you with leasing a temporary or permanent apartment?",CONTACT INFO NOTES,BASIC INFO NOTES,FEMA/SBA NOTE,INSURANCE NOTES,HOUSING NOTES,OTHER NOTES,What subject(s) do these additional notes apply to?,Zone Number
SI1_522,2013-02-04T13:20:27Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_523,2013-02-04T13:20:51Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_524,2013-02-04T13:21:04Z,,A,,,,,,YES,,,,NO,NO,YES,YES,YES,YES,YES,,,,,YES,YES,NO,YES,NO,NO,,NO,,,NO,,,,,,No,,,,,,,,,,,,,,,YES,,,,,,,,does not know about fema,,,,,
SI1_525,2013-02-04T13:21:25Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_526,2013-02-04T13:21:29Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,,NO,,OWN,Rental,,YES,NO,NO,NO,NO,NO,NO,YES,YES,,NO,YES,,YES,NO,YES,,YES,NO,NO,YES,YES,NO,YES,Debt / Financial,Liberty Ins.,Yes,YES,NO,NO,NO,,YES,NO,YES,YES,,YES,a better home,Completed,,YES,,NO,YES,NO,YES,New home: 269 mailden place,,,,,,,
SI1_527,2013-02-04T13:21:52Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,,NO,YES,NO,NO,NO,,,,NO,,YES,YES,YES,NO,,,Yes,YES,YES,NO,NO,,NO,NO,NO,,,NO,Financial assistance,Completed,,,,,NO,NO,,,,,,,,,16
SI1_528,2013-02-04T13:21:59Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_529,2013-02-04T13:22:26Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10305,4,YES,,OWN,,YES,NO,YES,YES,YES,,,YES,NO,NO,,NO,YES,NO,NO,NO,NO,,YES,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,INSURANCE REFUSES TO PAY,,,,,,3
SI1_530,2013-02-04T13:22:40Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_531,2013-02-04T13:22:40Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,YES,NO,,Farmers,Yes,YES,NO,,,,,NO,NO,NO,,NO,Financial assistance,Completed,Green,YES,,NO,,NO,NO,,,,,,,,9
SI1_532,2013-02-04T13:22:43Z,2012-01-19T00:00:00Z,,English,Staten Island,NY,,8,NO,,OWN,,NO,NO,NO,YES,NO,NO,NO,,YES,NO,,YES,YES,YES,YES,NO,YES,,NO,NO,YES,YES,YES,YES,NO,,,No,NO,,,,,,YES,NO,,,YES,Repairs,Completed,,,,NO,NO,,,,,,,,,,
SI1_533,2013-02-04T13:22:58Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,None,,,,,,,,,,,,,,
SI1_534,2013-02-04T13:23:14Z,2012-01-19T00:00:00Z,,,Staten Island,NY,10306,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,,YES,,YES,YES,NO,YES,NO,NO,,NO,NO,NO,YES,YES,,NO,Debt / Financial,Allstate,Yes,NO,NO,NO,,,,NO,NO,NO,,NO,"electrical panel, rapid repair",,,YES,,NO,,NO,NO,,,,,,,,
SI1_535,2013-02-04T13:23:47Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_536,2013-02-04T13:23:53Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10306,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,YES,NO,NO,,NO,YES,NO,YES,YES,NO,YES,,Travelers,Yes,YES,YES,NO,YES,,NO,NO,NO,YES,,NO,Building supplies,,,,,NO,,NO,,,NEED HELP WITH DRYWALL AND INSTALLATION,,,,,,
SI1_537,2013-02-04T13:24:28Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_538,2013-02-04T13:24:42Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_539,2013-02-04T13:25:47Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,3,YES,,,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,NO,YES,NO,NO,NO,YES,,NO,NO,NO,YES,NO,NO,YES,,Allstate,Yes,YES,NO,NO,,,YES,NO,NO,YES,,NO,Financial assistance,Completed,,YES,,NO,YES,NO,,,,,,,,,16
SI1_540,2013-02-04T13:25:58Z,,,,,,,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,YES,NO,NO,,Travelers,Yes,NO,NO,NO,NO,,NO,NO,,YES,,YES,Financial assistance,,,,,NO,NO,NO,,,,,,,,,
SI1_541,2013-02-04T13:26:04Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_542,2013-02-04T13:26:24Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,,,,,,,,,,,,,,,
SI1_543,2013-02-04T13:26:26Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,16
SI1_544,2013-02-04T13:27:02Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,16
SI1_545,2013-02-04T13:27:06Z,,,,Staten Island,NY,,4,YES,,OWN,,,NO,YES,YES,YES,YES,NO,YES,NO,NO,,NO,YES,NO,NO,NO,YES,,NO,YES,NO,YES,NO,NO,YES,,All State/Safeco,Yes,YES,Partial,NO,YES,,MAYBE,YES,NO,YES,,YES,Furniture,Completed,Green from Yellow,,,NO,NO,NO,,,,,,,,,
SI1_546,2013-02-04T13:27:19Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_547,2013-02-04T13:27:23Z,,A,,Staten Island,NY,,,YES,,OWN,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,YES,,,,,,,,,,,,,No,,,,,,,,,,,,,Completed,,YES,,NO,,,,,hanging tree branch need to cut down,,,,,,
SI1_548,2013-02-04T13:27:42Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,2,NO,,OWN,Other,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,,NO,YES,YES,YES,,YES,,NO,NO,NO,YES,YES,NO,NO,Debt / Financial,Allstate,Yes,YES,NO,NO,YES,,YES,YES,NO,YES,,YES,Repairs,Completed,,YES,,NO,NO,NO,NO,,,Did you receive a check from FEMA?: 2 month of rent,,,,,
SI1_549,2013-02-04T13:27:54Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer,,,,,,,,,,,,,,,
SI1_550,2013-02-04T13:27:59Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,16
SI1_551,2013-02-04T13:28:14Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_552,2013-02-04T13:29:15Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,Green,,,,,,,,,,,,,,16
SI1_553,2013-02-04T13:29:59Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Yellow,,,,,,,,,,,,,,16
SI1_554,2013-02-04T13:30:00Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,OWN,,NO,,YES,YES,YES,YES,YES,NO,YES,,,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_555,2013-02-04T13:30:28Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,16
SI1_556,2013-02-04T13:30:50Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10305,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,,NO,YES,,YES,YES,YES,YES,,NO,,NO,NO,,,,,,,,,,,,,,,,,,,,,Completed,,YES,,,,,,,RECEIVED 10K FROM FEMA,,,,,,3
SI1_557,2013-02-04T13:31:02Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_558,2013-02-04T13:31:22Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,YES,,OWN,Family/Friend,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,could not complete the form,,nothing written on the paper,nothing written on the paper,,,
SI1_559,2013-02-04T13:31:57Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_560,2013-02-04T13:33:00Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_561,2013-02-04T13:33:48Z,,A,,Staten Island,NY,,,NO,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,,,,YES,YES,NO,YES,NO,NO,,,,,NO,,,,,,No,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_562,2013-02-04T13:33:53Z,,,,Staten Island,NY,,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,YES,YES,YES,NO,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,,No,NO,,,,,,NO,,,,NO,Financial assistance,,,YES,"mold? ""FIXED""",NO,NO,NO,,,,,,,,"Home Repair, Financial Aid (FEMA or otherwise)",
SI1_563,2013-02-04T13:33:59Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_564,2013-02-04T13:34:36Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_565,2013-02-04T13:35:10Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_566,2013-02-04T13:35:21Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,6,NO,,OWN,Family/Friend,YES,,YES,YES,YES,YES,NO,NO,YES,YES,,YES,YES,,,NO,YES,,YES,NO,NO,YES,NO,NO,,,n/a,Yes,YES,NO,NO,NO,,YES,YES,YES,NO,,YES,Financial assistance,Completed,,YES,,NO,,NO,,,,,,,,,
SI1_567,2013-02-04T13:36:03Z,,,,Staten Island,NY,,5,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,YES,YES,NO,,,NO,YES,NO,YES,YES,NO,NO,Debt / Financial,,Yes,NO,NO,NO,YES,,NO,NO,NO,NO,,YES,"furniture (couches), appliances (refrigerator), mattresses, beds (2)",Completed,,,,,NO,NO,NO,,Need help repairing sheet rock and doors,,,,,,
SI1_568,2013-02-04T13:36:09Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_569,2013-02-04T13:36:45Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10306,4,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,,YES,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,NO,NO,Unaware,,No,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,,,,NO,,NO,NO,NO,NO,,,,,,,,
SI1_570,2013-02-04T13:36:48Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_571,2013-02-04T13:37:00Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_572,2013-02-04T13:37:21Z,,A,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,YES,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,
SI1_573,2013-02-04T13:37:33Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,YES,NO,NO,,NO,YES,NO,YES,YES,NO,YES,,Travelers,Yes,YES,,NO,YES,,NO,NO,NO,YES,,NO,Building supplies,Completed,,,,NO,,NO,,,NEED REPAIR HELP WITH DRYWALL AND INSULATION,,,,,,16
SI1_574,2013-02-04T13:38:20Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_575,2013-02-04T13:38:28Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWLY CONSTRUCTED,,,,,,,,,,,,,,,16
SI1_576,2013-02-04T13:38:44Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,YES,,RENT,,,NO,YES,YES,YES,YES,YES,NO,YES,NO,,YES,YES,NO,YES,YES,YES,,NO,,NO,YES,YES,NO,YES,,,Yes,NO,,NO,,,,NO,,,,,,Completed,,,,NO,YES,NO,,,,,,,,,
SI1_577,2013-02-04T13:38:45Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_578,2013-02-04T13:38:49Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,4,YES,,RENT,,NO,NO,NO,NO,,NO,YES,YES,NO,,,NO,YES,NO,NO,NO,NO,,NO,YES,NO,YES,YES,YES,NO,,,Yes,NO,NO,,NO,,NO,NO,NO,,,,,Completed,,NO,,,NO,YES,,,,,,,NEEDS FURNITURE - BACK TO BASICS,,16
SI1_579,2013-02-04T13:39:00Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10305,2,YES,,OWN,,,,YES,YES,YES,YES,YES,NO,NO,,,YES,YES,NO,YES,NO,YES,,NO,NO,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,"NOTES UNCLEAR: FENCE IN BACKYARD MAY NEED REPAIR.  A NOTE READING ""410K/390K"" - NOT SURE WHAT THAT MEANS.",,,,,,3
SI1_580,2013-02-04T13:39:00Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWLY CONSTRUCTED,,,,,,,,,,,,,,,16
SI1_581,2013-02-04T13:39:10Z,,,,,,,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,,YES,YES,YES,,NO,YES,,NO,NO,NO,YES,YES,NO,NO,Debt / Financial,New York Property,Yes,NO,,NO,NO,,,NO,NO,,,YES,Financial assistance,Completed,Yellow,,,NO,,NO,,,"canceled sewer, rapid repair inefficient",,,,,,
SI1_582,2013-02-04T13:39:36Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_583,2013-02-04T13:39:38Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_584,2013-02-04T13:39:46Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,Green,,,,,,,,,,,,,,16
SI1_585,2013-02-04T13:40:22Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,4,YES,,OWN,,,NO,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,YES,YES,NO,YES,,NO,YES,NO,YES,YES,YES,NO,,Allstate,Yes,YES,NO,NO,NO,,NO,NO,NO,NO,,NO,"furniture, food assistance",,,YES,,NO,NO,NO,NO,,,,,,,,
SI1_586,2013-02-04T13:40:45Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_587,2013-02-04T13:40:47Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_588,2013-02-04T13:40:49Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,Green,,,,,,,,,,,,,,16
SI1_589,2013-02-04T13:41:00Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,,YES,,,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,NO,NO,NO,,YES,NO,NO,YES,YES,YES,YES,,Travelers,Yes,YES,NO,,,,,,NO,NO,,YES,Financial assistance,Completed,,,,NO,NO,NO,,,,,,,,Financial Aid (FEMA or otherwise),
SI1_590,2013-02-04T13:41:03Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,YES,,,,,YES,NO,,,,,Yes,YES,NO,NO,,,,NO,,,,,Financial assistance,Completed,,,,NO,,NO,,,,,,,,,
SI1_591,2013-02-04T13:41:18Z,,A,,Staten Island,NY,,,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,,,,,,,YES,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,
SI1_592,2013-02-04T13:41:28Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,16
SI1_593,2013-02-04T13:42:24Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_594,2013-02-04T13:42:33Z,,,,Staten Island,NY,,3,YES,,OWN,,NO,,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,YES,YES,NO,NO,,NO,YES,NO,YES,YES,NO,YES,,Allstate,Yes,YES,YES,NO,YES,,YES,NO,NO,YES,,NO,Building supplies,Completed,,NO,,NO,NO,NO,NO,,,,,,,,
SI1_595,2013-02-04T13:43:55Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,None,,,,,,,,,,,,,,
SI1_596,2013-02-04T13:44:00Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,7,YES,,OWN,,YES,,YES,,YES,YES,,YES,,NO,,YES,NO,YES,YES,NO,YES,,,,,YES,NO,,YES,Debt / Financial,Allstate,Yes,YES,NO,NO,NO,,,NO,,,,,Building supplies,,,,,NO,,NO,,,,,,,,,
SI1_597,2013-02-04T13:44:15Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10305,3,YES,,,,NO,NO,YES,YES,YES,YES,YES,NO,,,,NO,YES,NO,NO,NO,,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,"RECEIVED RENTAL ASSISTANCE OF $2,900, BUT NOTHING ELSE (CLOTHES/APPLIANCES/TOOLS/FURNITURE)",,,,,3
SI1_598,2013-02-04T13:44:48Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COME BACK SUNDAY AFTERNOONS,,,,,,,,,,,,,,,16
SI1_599,2013-02-04T13:44:49Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_600,2013-02-04T13:45:04Z,2012-01-19T00:00:00Z,,,,,,3,YES,,OWN,,,NO,YES,YES,YES,YES,YES,,NO,NO,,YES,YES,NO,,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,Cambridge,Yes,NO,,NO,NO,,YES,NO,NO,,,YES,Financial assistance,Completed,,,,NO,YES,NO,,,,,,,,,
SI1_601,2013-02-04T13:45:05Z,2012-01-19T00:00:00Z,A,iItalian,Staten Island,NY,10306,,NO,,OWN,Shelter,,YES,YES,YES,NO,NO,,NO,YES,YES,,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,"HEAT, WATER, FOOD",Completed,,YES,,,,,,,,,,,NEEDS FOLLOW UP WITH ITALIAN SPEAKER.,,16
SI1_602,2013-02-04T13:45:10Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,10306,1,NO,,RENT,Family/Friend,NO,NO,YES,YES,,,YES,NO,YES,NO,,YES,YES,NO,YES,NO,YES,,,NO,NO,YES,NO,,YES,,State Farm,Yes,NO,NO,NO,NO,,YES,NO,NO,NO,,YES,Clothing,,,YES,,NO,YES,YES,YES,*****NEEDS CLOTHES SENIOR CITIZEN NEEDS CLOTHES SENIOR CITIZEN*****,,,,,,,
SI1_603,2013-02-04T13:45:18Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_604,2013-02-04T13:46:05Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
SI1_605,2013-02-04T13:46:17Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVENINGS AFTER 5,,,,,,,,,,,,,,,16
SI1_606,2013-02-04T13:46:46Z,,A,,Staten Island,NY,,,,,,,NO,,YES,YES,YES,YES,YES,,,,,,YES,NO,YES,,NO,,NO,,,NO,NO,,,,,No,,,,,,,,,,,,,,,,,,,,,,,not know about fema,,,,,
SI1_607,2013-02-04T13:47:01Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,None,,,,,,,,,,,,,,
